,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Class
646,57856,34,2457,2,4,2,4,2,1
647,75346,56,2615,2,4,2,4,2,1
648,23259,69,783,3,5,3,4,2,1
649,46011,62,483,2,0,2,4,1,1
650,53413,30,2253,5,5,5,5,5,0
651,123560,25,1264,5,5,5,3,2,0
652,128777,53,2248,3,3,3,3,2,0
653,114619,46,480,2,2,2,2,2,0
654,217,48,290,2,5,2,1,5,1
655,4110,46,544,4,4,4,4,4,0
656,78446,40,666,4,4,4,4,2,0
657,7017,39,299,2,4,2,4,4,1
658,16254,22,748,4,4,4,3,3,0
659,45852,35,391,5,1,1,1,5,0
660,64004,29,612,2,4,2,2,4,1
661,78310,33,1598,1,5,4,4,1,1
662,127082,26,304,2,0,2,4,4,1
663,47006,27,776,2,1,2,2,4,1
664,43972,24,411,5,3,5,3,2,0
665,119682,16,1325,5,4,5,3,5,0
666,3616,47,427,4,4,4,4,5,0
667,40304,45,531,1,3,1,3,3,1
668,120760,39,1582,3,3,2,3,2,0
669,8115,35,2392,2,3,5,3,5,1
670,36058,23,399,4,2,2,2,4,1
671,58068,35,589,2,4,1,4,2,1
672,125757,50,993,2,2,2,2,3,0
673,94659,40,192,2,5,5,5,2,1
674,97953,45,483,4,4,4,4,4,1
675,78114,60,1797,4,4,4,4,5,0
676,77532,11,1310,3,4,4,3,5,1
677,80601,38,762,4,3,3,2,4,0
678,62020,26,2475,3,3,3,1,4,1
679,99600,17,808,3,5,3,5,5,1
680,62446,40,1723,3,3,3,3,5,0
681,29914,60,123,5,1,1,1,5,0
682,96450,43,2825,1,1,1,1,3,0
683,107479,50,3610,4,4,4,4,5,0
684,115588,46,337,2,3,3,3,2,1
685,112892,29,1642,1,5,5,5,1,1
686,96804,23,1041,4,4,4,1,2,0
687,98887,17,991,2,3,3,4,5,1
688,58394,65,473,5,5,5,3,1,0
689,17658,47,608,4,1,3,3,1,1
690,51563,34,455,4,1,1,1,4,0
691,114287,64,862,3,5,2,3,4,1
692,95974,42,3381,2,3,2,2,5,0
693,35423,53,972,3,4,3,2,2,1
694,98723,38,834,4,4,3,3,4,1
695,117443,8,1107,4,4,4,3,5,1
696,47902,31,3561,1,1,5,1,5,0
697,84336,41,606,1,4,4,4,1,1
698,35611,32,1069,1,5,1,1,2,1
699,787,56,1707,4,4,4,4,3,0
700,6164,19,501,3,3,3,4,3,1
701,111698,25,541,2,5,1,3,4,1
702,51329,39,421,1,1,1,1,4,1
703,97195,9,1390,2,3,2,3,2,1
704,51306,39,266,2,1,4,1,2,1
705,60876,21,1062,3,3,3,3,4,0
706,98658,20,992,3,4,3,3,3,1
707,79373,55,502,1,1,1,1,5,0
708,41573,69,1334,5,4,5,3,4,0
709,17698,25,854,2,2,2,2,5,0
710,9064,69,173,1,3,3,3,1,1
711,109937,67,1033,3,5,3,4,2,1
712,91986,33,236,1,3,3,3,1,1
713,85593,39,1685,0,0,0,1,2,0
714,127131,17,647,2,2,2,4,2,1
715,72336,39,2088,2,2,2,2,5,0
716,92079,25,1576,3,3,3,3,1,1
717,129624,32,3802,0,0,0,1,5,0
718,33264,23,101,4,4,4,4,5,1
719,7809,46,650,1,5,5,5,2,1
720,15204,50,416,4,4,4,4,2,0
721,91327,43,223,2,1,1,1,4,1
722,35098,35,1005,4,1,2,2,4,0
723,109569,62,834,4,3,4,3,2,1
724,1016,47,247,1,1,1,1,4,1
725,101713,13,986,2,1,1,3,1,1
726,61813,68,1635,1,5,1,1,3,1
727,119989,29,868,2,2,2,4,3,1
728,51604,57,370,3,3,3,3,3,0
729,109352,32,1237,3,5,3,1,4,1
730,128573,55,110,3,1,1,1,3,1
731,79499,31,749,1,1,5,1,5,0
732,99632,7,1154,3,4,3,2,3,1
733,22493,59,145,1,3,1,4,5,1
734,88713,62,581,2,4,2,1,2,1
735,36663,33,1197,3,4,3,5,4,1
736,54626,30,2450,3,3,3,3,2,0
737,68235,30,1966,3,4,4,4,3,1
738,40073,41,493,3,3,3,3,3,0
739,52290,60,3664,1,3,3,3,1,1
740,22475,60,214,3,2,0,4,1,1
741,61452,15,1039,0,0,0,3,5,0
742,53871,36,140,1,0,1,2,2,1
743,93869,50,1937,5,5,5,5,4,0
744,31387,22,434,3,1,3,2,1,1
745,8229,39,294,1,5,1,3,1,1
746,43957,24,473,3,1,3,3,1,1
747,81025,51,2818,5,5,5,5,2,0
748,10342,49,74,1,1,1,1,2,0
749,119130,56,3538,3,3,3,3,3,0
750,49877,57,308,2,3,3,3,2,1
751,49324,57,308,3,1,1,1,3,0
752,60275,50,2583,4,4,4,4,5,0
753,52082,53,1621,4,3,3,3,1,1
754,107758,53,251,2,5,0,3,3,1
755,71587,41,3247,5,5,5,5,2,0
756,73094,42,685,4,2,2,2,4,0
757,95553,62,148,4,5,4,3,4,1
758,104483,50,860,2,5,5,5,5,1
759,104897,54,1565,3,3,3,3,3,0
760,53833,49,224,4,2,2,2,5,0
761,13037,60,438,3,4,3,3,5,1
762,54986,59,1379,3,5,5,5,2,1
763,23505,24,303,0,4,0,2,3,0
764,44741,60,67,1,5,1,3,5,1
765,112372,23,862,3,4,4,3,4,1
766,113838,37,223,3,5,0,2,4,1
767,113052,49,569,2,2,2,2,2,0
768,62069,62,2475,3,2,2,3,1,1
769,123872,56,1835,2,3,3,3,2,1
770,118170,25,1444,3,3,3,3,4,1
771,71934,49,346,2,3,3,3,2,0
772,112283,32,1546,2,5,2,2,3,1
773,31461,25,846,4,4,4,4,4,0
774,111274,55,459,3,4,4,4,3,1
775,90137,50,2731,4,4,4,4,3,0
776,5487,39,2040,3,3,3,3,3,0
777,110992,42,1971,4,4,4,4,4,0
778,50393,52,3807,1,3,3,3,1,1
779,80171,57,2446,2,3,3,3,2,1
780,56924,34,1142,2,2,2,4,2,1
781,107024,22,395,5,3,5,3,5,0
782,52497,42,160,2,2,5,2,3,0
783,40922,61,588,1,2,1,3,1,1
784,35817,40,937,2,2,2,2,4,0
785,24382,55,3275,2,1,3,1,3,1
786,30503,66,484,3,2,4,4,2,1
787,125286,26,678,1,1,1,1,4,1
788,40195,43,358,2,5,1,1,5,1
789,29132,24,605,2,4,2,4,2,1
790,73526,60,594,4,4,4,4,3,0
791,27085,17,876,2,2,2,4,2,1
792,38072,22,1249,2,2,2,4,2,1
793,125941,27,992,3,4,3,4,4,1
794,6274,43,3967,3,4,4,4,1,1
795,15661,46,764,5,4,4,4,5,0
796,47330,40,588,5,1,1,1,5,0
797,76908,68,630,2,4,2,2,1,1
798,20699,42,510,2,1,1,1,1,1
799,105516,44,3954,1,1,1,1,4,0
800,15954,44,528,1,3,1,5,1,1
801,90062,29,1963,5,5,5,5,4,0
802,75964,50,3548,2,2,2,2,5,0
803,49278,37,308,2,0,2,1,5,1
804,77611,33,731,2,1,1,4,3,1
805,15635,58,229,4,5,5,5,4,0
806,39624,26,908,3,4,3,4,2,1
807,88385,49,2537,3,3,3,3,2,0
808,23805,22,304,5,1,1,1,5,0
809,94249,50,189,0,5,0,1,5,0
810,129860,22,447,0,1,0,2,2,0
811,49027,41,373,5,2,2,2,5,0
812,117434,11,1020,2,2,2,3,2,1
813,36119,59,1562,5,1,1,1,1,0
814,108847,41,2139,3,3,3,3,2,0
815,6188,56,409,3,5,5,5,4,1
816,112196,31,2918,4,4,4,4,5,0
817,128755,27,3657,3,3,4,3,5,0
818,20202,56,179,4,4,4,4,4,1
819,94882,38,2318,1,0,0,3,5,1
820,105189,56,220,3,3,3,1,2,1
821,3683,56,431,3,4,4,4,4,1
822,59771,25,495,4,5,4,4,3,1
823,94669,47,528,2,2,2,2,5,0
824,110029,72,1204,2,4,4,4,2,1
825,101614,43,1371,4,4,4,4,3,0
826,91499,27,391,2,5,2,5,1,1
827,49265,39,1724,0,3,0,1,1,0
828,26940,11,2378,2,4,2,1,3,1
829,70422,21,187,3,4,3,4,4,1
830,53072,43,1190,5,1,1,1,5,0
831,24772,47,3391,1,1,1,1,4,0
832,69268,40,733,1,2,1,3,3,1
833,45409,52,458,3,3,3,3,4,0
834,106509,38,271,1,1,1,3,5,1
835,86905,66,2243,0,0,0,4,2,0
836,126448,44,1788,3,3,3,3,3,0
837,11604,42,468,2,4,2,1,1,1
838,76118,39,689,1,1,1,3,3,1
839,126508,55,1849,3,3,3,3,5,0
840,97029,8,794,2,4,2,4,5,1
841,48727,50,3455,0,5,0,4,2,0
842,60235,58,1958,1,1,1,1,2,0
843,4278,41,502,4,4,4,4,4,0
844,129841,18,447,2,3,2,3,3,1
845,33126,30,163,3,5,3,5,5,1
846,51916,19,601,2,4,2,2,1,1
847,6667,25,403,2,5,2,5,4,1
848,123198,58,631,3,1,2,2,1,1
849,63650,23,1448,1,1,1,1,3,0
850,7757,49,1013,3,3,3,3,5,1
851,91112,18,581,3,5,3,3,2,1
852,17321,26,403,3,4,2,3,2,1
853,48958,50,421,4,4,4,4,2,0
854,98244,32,3066,4,4,4,4,5,0
855,42260,70,315,5,5,5,5,1,0
856,15496,14,377,3,5,3,2,1,1
857,43188,56,1886,1,1,1,1,4,0
858,78190,70,1810,3,5,5,5,5,1
859,18621,22,253,3,5,0,2,2,1
860,38896,37,320,5,5,5,5,5,0
861,45223,24,1013,3,3,3,3,3,0
862,36798,33,2602,1,4,1,4,1,1
863,78687,37,761,2,5,2,3,3,1
864,110051,70,2173,1,5,1,3,4,1
865,25848,36,292,1,0,1,4,1,1
866,53234,32,612,1,5,1,4,4,1
867,73548,8,594,3,1,4,2,3,1
868,73085,26,1085,4,5,2,5,4,1
869,68153,51,3993,1,1,1,1,4,0
870,120499,47,449,1,1,1,1,1,1
871,86286,36,226,2,5,2,4,2,1
872,92452,25,1947,3,4,5,5,3,1
873,80419,51,2248,1,1,1,1,3,0
874,56744,49,1023,1,4,1,4,1,1
875,58845,44,783,1,1,1,1,5,0
876,35204,31,1076,5,5,5,5,4,0
877,67010,27,3534,5,5,5,5,4,0
878,106606,27,589,2,0,2,2,3,1
879,117009,52,3885,2,2,2,2,2,0
880,10659,55,667,1,1,1,1,1,1
881,9724,64,277,2,2,2,2,5,1
882,65056,8,354,3,2,3,4,3,1
883,22381,37,145,3,5,5,5,4,1
884,84932,44,547,3,5,3,3,1,1
885,58816,41,1182,3,5,3,4,2,1
886,29077,37,679,2,4,2,3,3,1
887,74031,59,1471,1,5,1,1,2,1
888,116208,43,372,4,0,4,3,4,1
889,80494,25,1318,5,1,5,1,4,0
890,1489,54,737,4,4,4,4,3,0
891,53230,58,589,4,1,4,4,4,1
892,47141,46,954,2,2,2,2,2,0
893,36015,39,399,4,2,2,2,4,0
894,62074,58,2475,2,2,3,2,4,0
895,75734,10,868,2,4,4,4,2,1
896,31498,16,3494,3,1,1,1,3,1
897,18036,43,488,4,4,4,4,5,0
898,14781,63,487,2,5,2,3,3,1
899,91784,25,588,1,3,1,1,4,1
900,117339,47,393,3,3,3,3,4,0
901,18566,23,190,1,1,1,1,2,1
902,54914,58,862,4,2,2,2,4,1
903,78089,49,332,3,5,3,2,5,1
904,89153,49,3465,1,1,1,1,1,1
905,116444,16,337,2,4,3,2,3,1
906,92504,40,639,1,3,1,1,4,1
907,35145,58,950,5,4,4,4,5,0
908,93708,27,689,3,2,3,4,3,1
909,15307,29,589,4,4,4,3,4,1
910,8194,43,125,2,2,2,2,5,0
911,10311,58,2415,2,2,2,2,4,0
912,47781,46,451,5,5,5,5,5,0
913,25090,38,1947,5,5,5,5,3,0
914,80225,15,2153,1,4,1,1,3,1
915,36251,49,612,5,1,1,1,3,0
916,32424,49,163,2,1,5,1,4,1
917,97427,42,587,4,4,3,3,4,1
918,92570,63,1947,1,5,5,5,3,1
919,96271,33,546,3,4,4,4,5,1
920,67772,55,1438,2,3,3,3,1,1
921,63943,29,1192,1,5,1,2,3,1
922,82906,25,594,3,3,3,3,4,1
923,22832,45,170,4,5,5,5,4,0
924,43497,70,679,0,2,0,3,1,0
925,27257,25,978,5,5,5,1,4,0
926,22495,67,143,3,1,3,4,2,1
927,74512,45,2337,1,1,1,1,4,0
928,122778,39,2358,2,2,2,2,5,0
929,112588,41,602,2,4,4,4,2,1
930,94038,56,189,0,5,0,4,5,0
931,11226,11,301,2,2,2,4,1,1
932,22938,19,528,4,5,5,5,4,1
933,119345,22,214,4,3,3,1,5,0
934,32488,27,163,3,3,3,2,2,1
935,39522,29,1024,5,5,5,1,4,0
936,2618,34,280,2,5,2,3,3,1
937,29113,21,605,2,4,2,4,1,1
938,48524,51,833,1,2,2,2,3,1
939,74085,52,3895,4,4,4,4,4,0
940,118815,34,304,1,0,0,1,2,1
941,14253,40,429,3,1,2,1,5,1
942,77844,33,874,2,1,1,1,2,1
943,43832,26,3434,0,4,0,5,1,0
944,74000,56,1972,4,2,4,3,5,1
945,56718,28,1085,2,5,2,3,4,1
946,123711,53,214,2,2,2,3,4,1
947,15900,56,378,3,4,3,4,1,1
948,122086,23,130,1,4,1,3,5,1
949,30688,27,680,2,5,5,5,2,1
950,44347,38,308,2,1,3,1,2,1
951,80521,23,1749,2,1,2,4,1,1
952,63372,41,337,2,5,5,3,3,1
953,129540,31,2342,1,1,1,1,4,0
954,55001,42,1346,5,5,5,5,5,0
955,11174,52,316,3,5,3,2,4,1
956,37393,16,1056,5,3,3,3,5,0
957,26831,29,224,3,3,3,4,3,1
958,122143,35,1834,5,5,5,5,5,0
959,110601,29,488,1,5,1,3,2,1
960,9911,21,534,3,5,3,3,3,1
961,103675,38,1642,1,3,3,3,1,1
962,116540,48,337,4,4,4,4,2,1
963,96574,61,333,2,4,2,2,5,1
964,43726,52,257,5,2,5,2,3,0
965,71277,52,733,3,5,3,3,1,1
966,51385,33,262,3,1,3,3,3,1
967,46321,39,420,4,2,2,2,4,1
968,30777,26,895,1,2,2,3,2,1
969,412,58,158,2,2,2,2,2,1
970,93624,24,177,5,0,4,5,1,0
971,124194,45,2176,4,4,4,4,3,0
972,54086,28,1416,1,5,1,1,3,1
973,114776,30,390,4,4,4,4,5,0
974,21256,34,153,1,3,1,3,3,1
975,36006,49,2538,4,4,4,4,2,0
976,129530,58,2342,5,5,5,5,5,0
977,47162,41,2285,4,4,4,4,1,0
978,99991,58,3944,0,0,0,4,4,0
979,122017,21,185,0,5,0,5,3,0
980,81197,27,1426,3,4,3,2,1,1
981,24228,49,302,5,4,4,4,1,0
982,98566,13,861,2,1,2,4,2,1
983,117549,27,347,3,3,3,3,4,0
984,24452,28,1680,4,4,4,4,5,0
985,52506,17,160,1,5,1,4,1,1
986,127230,54,1209,2,2,2,3,4,1
987,47554,59,590,3,3,3,3,3,1
988,48272,24,391,3,5,3,2,3,1
989,36902,27,2072,2,2,2,2,4,0
990,47000,29,737,4,2,2,2,4,0
991,71358,40,258,2,2,2,2,5,0
992,100351,26,1073,2,2,2,4,3,1
993,128131,60,1587,3,3,3,3,4,0
994,59271,26,4243,2,2,2,2,4,0
995,36608,28,1091,2,2,2,2,4,0
996,121263,53,2075,1,5,2,4,5,1
997,16712,48,284,2,5,3,4,5,1
998,22022,46,448,2,3,3,3,2,0
999,59019,50,1744,5,5,5,5,5,0
