Area,Perimeter,Major_Axis,Minor_Axis,Eccentricity,Eqdiasq,Solidity,Convex_Area,Extent,Aspect_Ratio,Roundness,Compactness,Shapefactor_1,Shapefactor_2,Shapefactor_3,Shapefactor_4,Mean_RR,Mean_RG,Mean_RB,StdDev_RR,StdDev_RG,StdDev_RB,Skew_RR,Skew_RG,Skew_RB,Kurtosis_RR,Kurtosis_RG,Kurtosis_RB,Class
72169,1779.605,447.7899,218.2805,0.8731,303.131,0.9037,79861,0.6959,2.0514,0.2864,0.6769,0.0062,0.003,0.4583,0.9401,220.1968,209.7407,191.5525,23.785,24.2936,23.8997,-0.8089,-0.7321,-0.6108,2.7331,2.6167,2.6417,1
72129,1988.524,427.3333,230.5246,0.842,303.047,0.8418,85686,0.6516,1.8537,0.2292,0.7092,0.0059,0.0032,0.5029,0.9323,205.7304,197.5838,183.6856,23.6054,25.0894,25.4004,-0.1549,-0.1642,-0.2886,2.0217,2.0476,2.0545,1
88064,1329.155,460.8669,245.5073,0.8463,334.8531,0.9734,90472,0.7548,1.8772,0.6264,0.7266,0.0052,0.0028,0.5279,0.991,226.7196,214.355,200.6467,20.8178,20.1862,20.945,-1.3455,-1.2785,-0.6109,4.3791,4.4034,3.5185,1
77232,1117.431,439.6949,230.5794,0.8515,313.5839,0.9518,81139,0.7547,1.9069,0.7773,0.7132,0.0057,0.003,0.5086,0.9699,207.7834,198.0694,182.1626,18.0023,18.8175,19.1423,-0.3666,-0.1981,0.3282,3.1147,3.14,4.0481,1
86454,1206.754,459.0285,252.7641,0.8347,331.778,0.9234,93621,0.7365,1.816,0.746,0.7228,0.0053,0.0029,0.5224,0.9487,222.2176,207.0143,184.5919,23.035,24.9698,24.591,-0.2268,0.0004,-0.235,2.2477,2.3397,3.0161,1
66146,1116.3879,439.9942,200.2433,0.8904,290.2063,0.9361,70660,0.7105,2.1973,0.6669,0.6596,0.0067,0.003,0.435,0.9559,208.5231,193.4529,176.1599,17.3853,18.6101,18.6727,-0.5005,-0.5664,-0.168,2.6108,2.8409,2.7457,1
73828,1987.047,457.0342,266.923,0.8117,306.5954,0.7965,92690,0.5934,1.7122,0.235,0.6708,0.0062,0.0036,0.45,0.7705,204.756,192.6992,175.1742,18.3616,18.4116,20.1473,-0.3724,-0.2118,-0.0513,2.6103,2.7395,3.3882,1
67664,1218.5291,439.3765,198.2363,0.8924,293.5174,0.9616,70366,0.7544,2.2164,0.5727,0.668,0.0065,0.0029,0.4463,0.9891,213.5195,198.6096,197.973,21.565,22.195,22.5367,-0.4531,-0.1462,-0.5505,2.5024,2.52,2.6908,1
76212,1184.293,457.3364,219.2388,0.8776,311.5062,0.9665,78850,0.7664,2.086,0.6828,0.6811,0.006,0.0029,0.4639,0.9678,226.1888,216.1988,199.8668,24.745,26.3089,26.7718,-0.9572,-0.7648,-0.6915,3.0659,2.776,2.8189,1
78202,2082.624,444.6622,250.8203,0.8257,315.547,0.885,88363,0.7176,1.7728,0.2266,0.7096,0.0057,0.0032,0.5036,0.8928,212.3969,201.84,193.2789,20.0012,21.3387,20.1274,-0.6928,-0.6069,-0.4076,2.8089,2.775,3.0482,1
74947,1074.4301,407.2418,238.3277,0.8109,308.9102,0.9794,76522,0.6641,1.7087,0.8158,0.7585,0.0054,0.0032,0.5754,0.9832,228.9367,214.885,186.6202,26.4352,26.4838,28.1067,-0.9386,-0.6133,-0.1951,2.8338,2.556,2.2426,1
72594,1199.269,438.1911,213.6348,0.8731,304.0223,0.9703,74818,0.789,2.0511,0.6343,0.6938,0.006,0.0029,0.4814,0.9874,214.4506,198.088,174.5199,18.5321,18.7139,18.8621,-0.623,-0.5041,-0.3204,3.3605,3.2981,3.5095,1
73893,1104.075,437.978,217.0961,0.8685,306.7303,0.9807,75345,0.7864,2.0174,0.7618,0.7003,0.0059,0.0029,0.4905,0.9895,219.1015,207.528,188.7438,23.4703,24.7305,25.6342,-0.7022,-0.6509,-0.6045,2.3864,2.2302,2.2458,1
55933,1065.739,364.35,200.6012,0.8348,266.8635,0.9568,58457,0.7136,1.8163,0.6188,0.7324,0.0065,0.0036,0.5365,0.9744,194.0669,187.2731,187.3955,19.6358,19.7158,18.1535,-0.1164,-0.1439,-0.4499,2.0112,2.0226,2.1725,1
71193,1147.624,422.2492,219.2613,0.8546,301.0743,0.9629,73938,0.7072,1.9258,0.6793,0.713,0.0059,0.0031,0.5084,0.9791,214.6295,199.257,175.2611,18.0142,18.8944,23.16,-0.716,-0.1879,0.2722,3.562,3.3691,2.6977,1
60789,1036.1479,412.5437,190.2175,0.8874,278.2067,0.9793,62075,0.7766,2.1688,0.7115,0.6744,0.0068,0.0031,0.4548,0.9863,219.1389,205.369,179.5219,19.5157,18.2867,15.628,-1.0538,-1.0865,-0.9543,3.4568,3.5848,3.6102,1
71173,1650.584,394.5998,240.7359,0.7923,301.032,0.9181,77524,0.725,1.6391,0.3283,0.7629,0.0055,0.0034,0.582,0.954,206.7571,196.3792,184.1626,19.8304,21.7147,25.6973,-0.3464,-0.2391,-0.3805,2.5493,2.5214,2.4504,1
54675,1863.24,370.5511,289.2766,0.6249,263.8454,0.6839,79942,0.5844,1.281,0.1979,0.712,0.0068,0.0053,0.507,0.6494,206.9691,196.3716,179.8802,18.5805,19.5644,19.5957,-0.4828,-0.4238,-0.0284,2.7197,2.7935,3.1302,1
63714,1652.208,415.7028,222.0418,0.8454,284.8213,0.8545,74563,0.6452,1.8722,0.2933,0.6852,0.0065,0.0035,0.4694,0.8789,206.9741,193.5495,182.8546,22.8899,24.8123,21.4818,-0.1081,-0.0346,0.1654,2.1643,2.3034,2.3779,1
74823,1724.351,435.1196,227.8139,0.852,308.6545,0.954,78432,0.7313,1.91,0.3162,0.7094,0.0058,0.003,0.5032,0.9611,221.0558,211.3884,190.4621,25.5013,26.8349,27.3011,-0.5279,-0.2645,0.1111,2.3069,2.222,2.3276,1
70394,1238.661,435.3858,211.9258,0.8735,299.3801,0.9535,73828,0.7509,2.0544,0.5766,0.6876,0.0062,0.003,0.4728,0.9714,210.9913,198.5811,181.9833,22.7878,25.5591,26.3111,-0.4421,-0.3574,-0.4399,2.0817,2.0828,2.2455,1
79386,1257.4659,462.4738,231.0645,0.8662,317.9267,0.9291,85445,0.7082,2.0015,0.6309,0.6874,0.0058,0.0029,0.4726,0.9459,197.0623,184.3008,166.8966,21.9464,23.5036,26.8017,0.4762,0.4421,0.398,2.2528,2.2101,2.2726,1
75669,1436.559,415.8894,239.3196,0.8178,310.3945,0.9406,80444,0.7388,1.7378,0.4608,0.7463,0.0055,0.0032,0.557,0.968,226.0413,220.2121,206.6059,25.0632,29.4443,24.2776,-0.8315,-0.8545,-0.3025,2.7759,2.8401,2.46,1
79239,1404.689,477.6644,214.9409,0.893,317.6322,0.9535,83099,0.7731,2.2223,0.5046,0.665,0.006,0.0027,0.4422,0.9827,213.2749,200.3017,172.6127,22.2079,22.9674,20.0073,-0.6836,-0.6328,-0.5517,2.2801,2.2514,2.3755,1
71187,1247.153,429.8573,221.4667,0.8571,301.0616,0.9273,76772,0.7332,1.941,0.5751,0.7004,0.006,0.0031,0.4905,0.9521,216.9965,208.1682,172.797,21.5272,23.2989,22.314,-0.9078,-0.8239,-0.4524,2.8037,2.7242,2.8954,1
78980,1123.162,453.9165,223.2982,0.8706,317.1127,0.988,79939,0.7749,2.0328,0.7868,0.6986,0.0057,0.0028,0.4881,0.9921,210.7303,200.7761,185.9294,21.2241,21.1228,21.3873,-0.4179,-0.3737,-0.143,2.4042,2.3593,2.4423,1
85974,1202.751,478.2428,235.4068,0.8705,330.8557,0.9537,90150,0.7376,2.0316,0.7468,0.6918,0.0056,0.0027,0.4786,0.9723,210.1683,197.757,176.8981,17.4267,17.5561,17.4623,-0.9179,-0.8598,-0.5777,3.333,3.221,3.0767,1
89960,1213.4139,474.2642,249.1864,0.8508,338.4385,0.9591,93799,0.7509,1.9033,0.7678,0.7136,0.0053,0.0028,0.5092,0.9692,229.6544,222.6278,209.7022,23.2902,24.2656,22.7136,-1.2978,-1.2964,-1.096,3.6941,3.7635,3.5751,1
91253,1257.923,488.4753,246.1486,0.8638,340.862,0.9548,95574,0.733,1.9845,0.7247,0.6978,0.0054,0.0027,0.4869,0.9663,228.3097,220.4093,204.2424,24.8471,25.9597,25.9232,-0.8292,-0.7524,-0.3912,2.7795,2.679,2.2728,1
70929,1181.103,409.9395,228.543,0.8302,300.5156,0.9574,74083,0.7485,1.7937,0.6389,0.7331,0.0058,0.0032,0.5374,0.9639,224.6261,212.8158,194.9884,25.9451,28.0372,21.7815,-0.5907,-0.6809,-0.4204,2.2772,2.5458,2.3778,1
61816,1103.546,409.6489,201.6053,0.8705,280.5469,0.9454,65384,0.6297,2.0319,0.6379,0.6848,0.0066,0.0033,0.469,0.953,224.5366,220.0017,205.217,25.1574,29.8039,22.9742,-0.8514,-0.936,-0.3995,2.8476,3.0277,2.5362,1
82234,1223.542,532.0884,199.1675,0.9273,323.5793,0.982,83742,0.8033,2.6716,0.6903,0.6081,0.0065,0.0024,0.3698,0.988,216.7162,200.6049,175.3725,18.2886,17.682,18.29,-0.526,-0.3377,0.2593,3.0942,2.8245,2.6064,1
64524,1033.183,399.925,218.3169,0.8379,286.6261,0.9465,68168,0.7239,1.8319,0.7596,0.7167,0.0062,0.0034,0.5137,0.9409,224.0714,211.9441,193.9833,20.5878,20.945,19.6246,-1.2335,-1.03,-0.5739,4.103,4.0707,3.7449,1
75322,1100.254,429.3439,227.7799,0.8477,309.682,0.9727,77438,0.7473,1.8849,0.7819,0.7213,0.0057,0.003,0.5203,0.9806,227.6049,216.0638,193.6104,26.4232,28.0896,25.8869,-0.658,-0.5082,-0.4907,2.3412,2.2071,2.1554,1
85842,1185.7321,494.4196,223.8443,0.8916,330.6016,0.9792,87663,0.7891,2.2088,0.7672,0.6687,0.0058,0.0026,0.4471,0.9876,210.3186,199.7384,181.4319,17.0947,17.958,17.9498,-0.5508,-0.3883,0.3983,3.0778,3.0756,2.9689,1
75728,1080.582,431.7364,224.4065,0.8543,310.5155,0.9911,76410,0.7184,1.9239,0.815,0.7192,0.0057,0.003,0.5173,0.9952,235.0508,232.5421,222.4998,21.6435,22.3613,21.5412,-1.6554,-1.4619,-1.1813,5.6477,4.9371,3.8647,1
83311,1208.881,473.0142,228.6437,0.8754,325.6913,0.9687,86004,0.7708,2.0688,0.7164,0.6885,0.0057,0.0027,0.4741,0.9808,221.0914,215.6128,203.2501,25.1763,26.4992,27.9161,-0.7625,-0.6936,-0.4717,2.5645,2.4078,2.2744,1
43219,1409.616,321.4255,210.8289,0.7548,234.5808,0.8082,53478,0.6842,1.5246,0.2733,0.7298,0.0074,0.0049,0.5326,0.812,185.5221,168.8842,181.1288,12.6923,13.0676,14.3915,-0.0693,0.1285,-0.2135,2.5088,2.4241,2.487,1
52670,986.601,352.5237,195.5612,0.832,258.9624,0.9496,55464,0.757,1.8026,0.68,0.7346,0.0067,0.0037,0.5396,0.9728,200.4627,193.2349,186.7178,21.205,22.6472,22.1725,-0.546,-0.5033,-0.3673,2.0643,1.9826,1.9908,1
86591,1244.09,473.9036,238.4917,0.8641,332.0408,0.9581,90376,0.6263,1.9871,0.703,0.7007,0.0055,0.0028,0.4909,0.9755,234.1929,223.749,202.4679,23.5044,24.4174,24.3475,-1.481,-1.3207,-0.7317,4.469,4.1513,3.0567,1
72527,1143.349,437.5953,217.2991,0.868,303.882,0.9626,75343,0.6825,2.0138,0.6972,0.6944,0.006,0.003,0.4822,0.9711,226.2479,216.6186,197.8183,26.0212,27.1283,26.2689,-0.8107,-0.7157,-0.5365,2.7125,2.5944,2.1958,1
82856,1126.554,445.3152,240.9795,0.8409,324.8008,0.9818,84394,0.7706,1.8479,0.8204,0.7294,0.0054,0.0029,0.532,0.9831,223.3807,211.7422,195.762,19.9321,21.2646,22.1045,-0.6573,-0.4868,0.2698,3.3836,3.2615,2.7042,1
93411,1219.114,481.9766,249.5084,0.8556,344.8689,0.9761,95702,0.717,1.9317,0.7898,0.7155,0.0052,0.0027,0.512,0.989,219.9662,207.9395,188.8894,23.3806,23.2264,23.0823,-0.831,-0.6879,-0.4305,2.745,2.5169,2.2889,1
83314,1369.2321,469.6188,231.982,0.8695,325.6972,0.9517,87540,0.7047,2.0244,0.5584,0.6935,0.0056,0.0028,0.481,0.9737,228.1693,216.9814,196.9128,28.5843,30.5127,26.9187,-0.7388,-0.6419,-0.6308,2.228,2.2612,2.2644,1
72714,1151.325,432.3479,217.9682,0.8636,304.2735,0.9809,74133,0.7431,1.9835,0.6893,0.7038,0.0059,0.003,0.4953,0.9824,236.9134,231.3418,221.3879,24.6671,26.5102,29.1979,-1.4967,-1.2236,-0.9223,4.3975,3.6851,2.967,1
80982,1198.704,484.6619,217.9012,0.8932,321.1067,0.9682,83644,0.7887,2.2242,0.7082,0.6625,0.006,0.0027,0.439,0.9763,213.6547,200.8999,180.0748,19.343,20.0622,20.5181,-0.3946,-0.34,-0.0886,2.8303,2.7181,3.0302,1
83454,1212.9399,478.7658,228.1468,0.8792,325.9708,0.9643,86540,0.7338,2.0985,0.7128,0.6809,0.0057,0.0027,0.4636,0.9728,210.6246,197.2902,183.7145,23.9857,24.777,22.399,-0.4043,-0.3687,-0.3754,2.1448,2.1305,2.4074,1
88120,1266.137,462.0862,246.7303,0.8455,334.9595,0.9753,90350,0.7594,1.8728,0.6908,0.7249,0.0052,0.0028,0.5255,0.9841,207.781,194.5029,178.4462,19.1736,19.6983,20.7159,-0.2299,-0.1648,-0.1473,2.4486,2.5252,2.6365,1
83685,2178.189,476.7235,236.4716,0.8683,326.4216,0.9119,91770,0.7235,2.016,0.2216,0.6847,0.0057,0.0028,0.4688,0.9452,207.1098,191.808,173.7307,18.5579,19.5395,20.1315,-0.0738,-0.002,0.6688,2.9788,3.2727,4.7961,1
69946,1169.307,409.3998,226.302,0.8333,298.4259,0.9418,74269,0.7199,1.8091,0.6429,0.7289,0.0059,0.0032,0.5313,0.9613,222.6149,209.659,192.7374,28.0965,28.3406,28.1543,-0.5024,-0.5027,-0.5827,1.9461,2.0004,2.2971,1
86365,1212.532,473.9468,237.2193,0.8657,331.6072,0.9656,89440,0.7608,1.9979,0.7382,0.6997,0.0055,0.0027,0.4895,0.9781,232.3105,223.968,217.995,24.8984,26.2755,28.1545,-1.094,-0.8705,-0.8122,3.2703,2.9883,2.848,1
75231,1118.512,436.2821,224.8806,0.8569,309.4949,0.964,78041,0.7559,1.9401,0.7557,0.7094,0.0058,0.003,0.5032,0.9763,212.7204,202.9987,201.027,22.7317,24.6349,26.748,-0.2207,0.0049,0.0996,2.5617,2.5685,2.427,1
81341,1399.952,466.1084,228.336,0.8718,321.8176,0.9204,88378,0.7105,2.0413,0.5215,0.6904,0.0057,0.0028,0.4767,0.9731,206.8367,193.3011,177.9641,19.4677,20.5216,21.3194,-0.3272,-0.0393,1.0148,3.0595,3.2392,5.3066,1
83847,1201.149,471.1476,232.1412,0.8702,326.7374,0.9622,87139,0.681,2.0296,0.7303,0.6935,0.0056,0.0028,0.4809,0.9761,206.6831,196.5762,185.2769,17.1381,17.1979,16.9837,-0.8512,-0.5445,0.0983,3.9278,3.804,4.239,1
66313,1090.271,408.4583,209.4825,0.8585,290.5724,0.9786,67766,0.7091,1.9498,0.701,0.7114,0.0062,0.0032,0.5061,0.9868,224.0187,207.3258,182.2402,26.4379,26.0933,21.6636,-0.4677,-0.2459,-0.0718,2.1679,2.2829,2.287,1
80147,1168.076,480.6037,214.6958,0.8947,319.4469,0.9809,81709,0.767,2.2385,0.7382,0.6647,0.006,0.0027,0.4418,0.989,234.7074,228.1763,203.0374,23.6615,25.1707,25.048,-1.2589,-0.9617,-0.3497,3.8718,3.2928,2.287,1
79711,1419.0811,488.5091,217.491,0.8954,318.5768,0.9506,83855,0.7406,2.2461,0.4974,0.6521,0.0061,0.0027,0.4253,0.9552,203.4021,189.6282,172.5308,22.3018,22.4209,21.5278,-0.146,-0.0364,0.0221,2.0161,1.9565,2.0291,1
69805,1110.311,445.9509,204.7685,0.8883,298.1249,0.9464,73757,0.6956,2.1778,0.7116,0.6685,0.0064,0.0029,0.4469,0.9733,219.1416,208.1401,189.8349,26.4266,25.1774,20.3914,-0.6019,-0.7083,-0.805,2.4685,2.5926,2.8423,1
74408,1743.986,431.6846,238.0546,0.8342,307.7974,0.9321,79829,0.7392,1.8134,0.3074,0.713,0.0058,0.0032,0.5084,0.9219,214.8949,205.121,191.3823,24.4096,25.4252,20.6007,-0.7096,-0.5462,-0.2271,2.6045,2.3264,2.0431,1
78877,1146.632,451.318,226.8393,0.8645,316.9059,0.9699,81322,0.7539,1.9896,0.7539,0.7022,0.0057,0.0029,0.4931,0.981,223.9116,208.8089,200.6014,23.6954,24.0534,23.9535,-0.7856,-0.7917,-0.6166,2.8211,2.8058,2.4562,1
86398,1205.1851,492.846,228.7165,0.8858,331.6705,0.983,87888,0.7272,2.1548,0.7475,0.673,0.0057,0.0026,0.4529,0.9759,227.5933,220.1781,200.7494,22.9477,22.7886,21.3592,-1.3499,-1.2975,-1.0373,4.1,4.0073,3.6262,1
57739,1851.574,438.8182,261.1837,0.8036,271.1376,0.717,80524,0.5507,1.6801,0.2116,0.6179,0.0076,0.0045,0.3818,0.6414,203.2088,189.2346,173.4126,18.1735,17.7848,15.4542,-0.6154,-0.6303,-0.2969,2.4082,2.5598,2.4236,1
66982,1265.803,435.8916,202.3306,0.8857,292.0345,0.9255,72375,0.7004,2.1544,0.5253,0.67,0.0065,0.003,0.4489,0.967,211.7833,202.1467,190.1904,25.6384,26.0135,23.3745,-0.6187,-0.5496,-0.4139,2.0132,1.9655,1.9722,1
58016,1036.5551,395.7145,203.5236,0.8576,271.7872,0.9218,62937,0.6936,1.9443,0.6785,0.6868,0.0068,0.0035,0.4717,0.9172,215.4402,200.9555,182.366,25.4848,25.7292,24.1832,-0.556,-0.5054,-0.1271,2.2057,2.3472,2.4734,1
89379,1250.196,480.1813,242.6649,0.8629,337.3438,0.9573,93365,0.7632,1.9788,0.7186,0.7025,0.0054,0.0027,0.4936,0.9766,215.9341,202.2456,188.1956,20.981,22.8783,25.8577,-0.3121,-0.119,-0.0658,2.5526,2.6619,2.9885,1
57694,1651.339,401.092,205.9514,0.8581,271.0319,0.8647,66724,0.643,1.9475,0.2659,0.6757,0.007,0.0036,0.4566,0.8893,212.1531,200.9773,176.9287,21.1496,21.7126,20.1442,-0.6502,-0.4913,0.0273,2.8709,2.8499,2.7282,1
60132,1328.838,398.2455,198.4854,0.8669,276.6992,0.9362,64231,0.7244,2.0064,0.4279,0.6948,0.0066,0.0033,0.4827,0.9686,204.814,185.9913,154.4665,18.6181,18.4574,18.8548,-0.5518,-0.4564,-0.5364,2.2589,2.3079,2.9852,1
69461,1166.494,447.1423,204.6202,0.8891,297.3895,0.9481,73263,0.7225,2.1852,0.6415,0.6651,0.0064,0.0029,0.4423,0.9666,215.3107,200.795,185.0858,21.4419,22.2841,24.1733,-0.5474,-0.4469,-0.1897,2.5801,2.5083,2.4383,1
53105,1768.442,393.6612,197.0717,0.8657,260.0296,0.8509,62407,0.6244,1.9976,0.2134,0.6605,0.0074,0.0037,0.4363,0.8716,176.2881,164.5856,173.9536,12.6284,14.734,17.2422,0.6795,1.0775,1.1692,3.9048,4.6877,5.1737,1
65943,1063.584,404.3267,210.2949,0.8541,289.7607,0.9672,68181,0.7463,1.9227,0.7325,0.7166,0.0061,0.0032,0.5136,0.9875,225.656,220.0417,208.5978,26.9609,29.3646,27.3109,-0.9966,-0.9151,-0.7602,2.8855,2.7263,3.0955,1
96240,1427.5699,476.6801,264.1641,0.8324,350.0522,0.9703,99186,0.7946,1.8045,0.5934,0.7344,0.005,0.0027,0.5393,0.9731,211.4527,202.1889,191.257,22.2145,22.8317,21.7606,-0.365,-0.2802,0.0338,2.2553,2.1642,2.3799,1
73889,1094.196,449.0313,211.399,0.8822,306.722,0.99,74633,0.6707,2.1241,0.7755,0.6831,0.0061,0.0029,0.4666,0.9911,236.7918,232.7139,207.6122,24.6044,26.9198,24.8138,-1.4879,-1.2176,-0.8154,4.398,3.5468,2.618,1
70612,1054.33,406.9619,223.881,0.8351,299.8433,0.9807,71999,0.7202,1.8178,0.7982,0.7368,0.0058,0.0032,0.5429,0.9868,224.889,214.2182,196.0138,22.8874,23.7647,21.4763,-1.0361,-1.0864,-0.5332,3.4387,3.5269,3.5045,1
78579,1162.452,451.8687,226.4848,0.8653,316.3066,0.9749,80602,0.7796,1.9951,0.7307,0.7,0.0058,0.0029,0.49,0.9776,211.882,202.6733,190.3494,19.3411,20.4986,21.9892,-0.5713,-0.229,0.4083,3.6784,3.4569,3.6051,1
57152,1573.3101,383.3381,200.1306,0.8529,269.7558,0.8976,63674,0.72,1.9154,0.2901,0.7037,0.0067,0.0035,0.4952,0.9485,207.4348,197.4672,176.2174,23.1193,25.331,28.6272,-0.341,-0.1266,0.3556,2.1048,2.0923,2.29,1
50502,902.946,332.1136,205.3672,0.7859,253.5767,0.924,54657,0.7095,1.6172,0.7784,0.7635,0.0066,0.0041,0.583,0.9428,227.5046,220.1679,205.1783,27.1898,29.7259,30.5436,-0.8469,-0.7178,-0.5916,2.6295,2.4524,2.2173,1
62031,1033.151,405.0654,201.6227,0.8673,281.0344,0.961,64549,0.7328,2.009,0.7303,0.6938,0.0065,0.0033,0.4814,0.9671,203.8645,189.8617,179.065,17.1531,17.6278,18.5984,-0.5407,-0.4474,-0.4071,2.947,2.8381,2.6583,1
75517,1195.338,441.0006,229.5919,0.8538,310.0826,0.958,78827,0.723,1.9208,0.6642,0.7031,0.0058,0.003,0.4944,0.9496,223.7396,210.9084,186.0312,27.5832,28.6883,30.4276,-0.7151,-0.6674,-0.5328,2.3668,2.2797,2.183,1
79678,1465.2791,496.3692,224.7613,0.8916,318.5109,0.9265,86002,0.7619,2.2084,0.4663,0.6417,0.0062,0.0028,0.4118,0.9093,226.422,218.4316,201.2415,24.9518,27.2634,25.2065,-0.9042,-0.7728,-0.2831,3.0602,3.0528,2.448,1
78934,1145.325,463.9708,224.5346,0.8751,317.0203,0.9763,80847,0.724,2.0664,0.7562,0.6833,0.0059,0.0028,0.4669,0.9647,214.7669,205.805,190.8433,17.986,18.1622,19.1801,-1.1472,-0.9659,-0.3609,4.3164,4.0242,4.0054,1
74947,1106.288,434.2367,224.2601,0.8563,308.9102,0.9614,77960,0.7833,1.9363,0.7695,0.7114,0.0058,0.003,0.5061,0.9799,223.7573,218.3465,199.916,27.4269,29.8642,28.3655,-0.5959,-0.4865,-0.4907,2.2665,2.1086,2.0913,1
59860,1536.377,426.6246,189.4967,0.8959,276.0727,0.8997,66536,0.6971,2.2514,0.3187,0.6471,0.0071,0.0032,0.4188,0.9428,199.9294,177.7238,192.7709,17.9149,18.4788,20.6436,-0.3335,-0.386,-0.1081,2.2156,2.2649,2.382,1
93962,1588.455,493.8718,249.8349,0.8626,345.8846,0.9453,99398,0.7502,1.9768,0.468,0.7004,0.0053,0.0027,0.4905,0.9696,217.7519,211.3346,190.1164,22.2249,24.8683,21.2467,-0.4856,-0.6289,-0.641,2.6675,2.8087,3.1927,1
72353,1711.048,425.3286,243.441,0.82,303.5172,0.8778,82427,0.6734,1.7472,0.3106,0.7136,0.0059,0.0034,0.5092,0.8897,210.1185,199.285,182.0612,24.7887,25.4755,26.4907,-0.2931,-0.2474,-0.0406,2.1941,2.1272,2.0567,1
82561,1155.201,473.5714,225.8126,0.879,324.222,0.9812,84144,0.7872,2.0972,0.7774,0.6846,0.0057,0.0027,0.4687,0.983,236.112,231.0141,209.0842,22.68,24.2698,22.5949,-1.3895,-1.1341,-0.6242,4.3848,3.7799,3.083,1
70959,1185.301,411.6615,224.4651,0.8383,300.5791,0.958,74073,0.7419,1.834,0.6347,0.7302,0.0058,0.0032,0.5331,0.9778,220.703,207.9654,187.8743,27.7237,29.6855,28.5061,-0.4107,-0.1944,-0.1049,2.0001,2.1084,2.0396,1
77153,1120.837,449.6405,222.7506,0.8687,313.4234,0.9755,79088,0.7671,2.0186,0.7718,0.6971,0.0058,0.0029,0.4859,0.9808,220.749,209.6967,191.7495,22.8311,22.6261,20.3791,-0.9631,-0.8658,-0.473,3.1622,3.2166,3.1052,1
73958,1096.207,431.001,225.0645,0.8528,306.8652,0.9645,76683,0.7968,1.915,0.7734,0.712,0.0058,0.003,0.5069,0.9708,213.0871,200.0183,189.2614,19.0471,20.3931,19.3465,-0.5416,-0.3817,-0.0138,3.1841,3.0755,3.6892,1
73575,1607.095,393.5164,251.2209,0.7697,306.0696,0.9454,77822,0.711,1.5664,0.358,0.7778,0.0053,0.0034,0.6049,0.9476,202.153,189.0498,165.6491,18.6806,18.4456,19.2969,-0.1949,0.0002,0.6372,2.8935,2.8811,3.2046,1
78524,1121.854,449.9406,225.9792,0.8647,316.1959,0.983,79880,0.7807,1.9911,0.784,0.7028,0.0057,0.0029,0.4939,0.9833,208.1257,199.3865,183.0881,17.7291,18.6341,19.492,-0.6455,-0.3588,-0.1898,3.3911,3.1726,3.7873,1
58434,1050.3979,416.4825,180.3239,0.9014,272.7645,0.9809,59570,0.7556,2.3096,0.6655,0.6549,0.0071,0.0031,0.4289,0.9907,210.3716,200.8036,187.5695,19.7561,19.9417,17.6898,-0.8356,-0.6558,-0.5016,3.0503,2.8351,2.899,1
69554,1802.277,431.8987,215.1097,0.8671,297.5885,0.9313,74684,0.709,2.0078,0.2691,0.689,0.0062,0.0031,0.4748,0.9532,205.6181,193.3147,168.3997,19.9731,20.4426,19.969,-0.3962,-0.3907,-0.692,2.1821,2.2392,2.7939,1
80287,1442.082,451.6958,233.3839,0.8562,319.7258,0.9434,85101,0.7366,1.9354,0.4851,0.7078,0.0056,0.0029,0.501,0.9697,203.7466,192.6477,180.1589,17.6352,19.1372,17.9194,-0.7836,-0.6432,-0.1725,2.9718,2.7825,3.593,1
61458,1268.522,380.2,216.3935,0.8222,279.7334,0.9132,67303,0.7291,1.757,0.4799,0.7358,0.0062,0.0035,0.5413,0.9511,189.9866,181.6178,172.0511,13.5096,12.9677,13.2572,-0.4811,-0.3943,0.1872,3.1236,3.2714,4.6439,1
73406,1149.161,432.67,218.6794,0.8629,305.7179,0.9714,75571,0.7501,1.9786,0.6985,0.7066,0.0059,0.003,0.4993,0.9878,208.9552,195.4001,183.7689,17.2806,18.2713,18.8355,-0.6166,-0.4557,0.5025,3.5708,3.5983,4.5203,1
66244,1056.386,409.1532,209.4531,0.859,290.4212,0.972,68153,0.7885,1.9534,0.746,0.7098,0.0062,0.0032,0.5038,0.9842,221.6946,208.3149,197.8304,22.1099,23.0002,20.3504,-1.0315,-0.9252,-0.6577,3.0182,2.8786,3.0539,1
79450,1231.0129,453.9435,252.1095,0.8316,318.0548,0.8903,89238,0.672,1.8006,0.6588,0.7006,0.0057,0.0032,0.4909,0.8839,220.0859,214.2908,201.384,24.2715,25.1207,22.47,-0.8614,-0.8219,-0.5765,2.9043,2.9942,2.6107,1
72913,1257.577,443.1351,222.087,0.8653,304.6895,0.9238,78924,0.7233,1.9953,0.5794,0.6876,0.0061,0.003,0.4728,0.9433,223.2407,210.2388,188.6413,26.5308,27.5002,24.8946,-0.7387,-0.7835,-0.7076,2.338,2.4932,2.6304,1
70954,1366.3621,430.3386,214.8055,0.8665,300.5685,0.9637,73626,0.7484,2.0034,0.4776,0.6984,0.0061,0.003,0.4878,0.9773,217.3547,207.8066,203.3262,20.9836,22.1027,23.1846,-1.1328,-1.0421,-0.7261,3.5123,3.3003,2.6021,1
